var1;var2;var3;var4;var5;var6;var7;var8;var9;var10;var11;var12;var13;var14;var15;var16;var17;var18;var19;var20;var21;var22;var23;Columna1
47;21;San Salvador;Excelente;Excelente;Útil;De 16 a 20 semanas;Se cumplieron;Ninguna semana;Un poco;El sitio está bien pero el problema es el internet yo trabajé por llamada explicándole a cada alumno utilizando el libro y gracias a Dios desarrolle los contenidos en un noventa por ciento;Ninguna semana;Se cumplieron;Los videos excelente pero el problema es el internet;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Quinto grado;10;Excelente;10;Por qué son fracciones y por llamada cuesta pero me las ingenie utilizando una mandarina para explicarles;Lo concreto es muy útil a mi me funcionó la mandarina como ejemplo;
46;18;Cuscatlán;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Son muy buenos pero no todos los chicos tienen acceso;De 16 a 20 semanas;Se cumplieron;Estan muy bien elaborados, pero insisto el problema de conectividad de los chicos ;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Séptimo grado;8;Muy buena;5;Por falta de conectividad  y en ocasiones falta de compromiso de los chicos y padres;Concientizar a los padres y jóvenes que deben seguir esforzándose ;
53;5;Santa Ana;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Bastante;De 16 a 20 semanas;Se superaron;;De 16 a 20 semanas;Se superaron;;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Séptimo grado;8;Muy buena;7;Por el hecho de ser gráficos;Videos más amplios en cuanto a la explicación de los contenidos;
36;13;San Salvador;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Bastante;Liberarlos al menos una semana con anticipación para que el docente pueda planificar buen las clases virtuales y evaluaciones;De 16 a 20 semanas;Bastante;Liberarlos con una semana de anticipación;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Noveno grado;8;Muy buena;5;Por el tipo de contenido;Incorporación de apps para geometría;
33;5;Morazán;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;;De 11 a 15 semanas;Se cumplieron;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Séptimo grado;8;Muy buena;6;Hay casos de ecuaciones de primer grado que presentan mucha complejidad y es necesario el apoyo muy cercano del docente. ;Atender con mayor frecuencia mediante videollamada. ;
52;26;La Unión;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Lagunas en algunas presentaciones con mucha teoría y poca práctica.;De 16 a 20 semanas;Se cumplieron;Más creatividad con ejemplos reales que puedan ser entendibles por los niños del campo.;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los estudiantes no tenían el LT y CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Cuarto grado;9;Muy buena;5;Deficiencias en las tablas.;Ya envíe refuerzo y les pasaré una rúbrica al final.;
42;17;La Unión;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se superaron;De 16 a 20 semanas;Se superaron;;De 16 a 20 semanas;Se superaron;;Muy útil;La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Cuarto grado;9;Buena;6;Se les dificulto el uso de formulas para encontrar areas de figuras geometricas.;Utilizar estrategias lúdicas para utilizar formulas matemáticas.;
42;17;Morazán;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se superaron;De 16 a 20 semanas;Se superaron;Los accesos a Internet son limitados ;De 11 a 15 semanas;Se superaron;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Desarrollé sesiones  virtuales  con los estudiantes.;Sexto grado;Unidad 11;Muy buena;3;Todavía no nos adaptavamos a  clases virtuales ;Estar preparados con la tecnología ;
35;14;Cuscatlán;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;Deben mejor la plataforma ya que al querer entrar a las guias version dicente da error esa pagina y deberian de hacer mas ordenados en colocar los procesos de cada leccion con su respectivo video para mejor comprension de los estudiantes. ;De 16 a 20 semanas;Bastante;Seria que los coloquen en carpetas por seman o por que aveces cuesta encontrarlos ya que no estan  clasificados porbunidad en una carpeta;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Octavo grado;8;Excelente;8;Debido a que hay muchos estudiante que no tenía las herramientas necesarias ;Atraves de sugerencias pedir a los padres que proporcionen las herramientas como reglas. Calculadora, etc;
52;25;San Salvador;Muy buena;Excelente;Muy útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Se cumplieron;Es necesario mejorar el material audiovisual;De 11 a 15 semanas;Se cumplieron;Hay que mejorar mayor calidad ;Útil;La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Desarrollé sesiones  virtuales  con los estudiantes.;Primer año de bachillerato;7;Muy buena;6;Faltan más ejemplos ;Más ejemplos ;
55;25;San Salvador;Regular;Regular;Útil;De 16 a 20 semanas;Un poco;De 1 a 5 semanas;Un poco;;De 16 a 20 semanas;Un poco;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Cuarto grado;7;Buena;6;Porque les cuesta la combinación entre signos y aveces no tienen bien claras las operaciones fundamentales ;Que desde primer ciclo serán diferenciar cuando se suma o resta multiplicacion y division a través de problemas expuestos;
57;28;San Salvador;Excelente;Muy buena;Útil;De 16 a 20 semanas;Un poco;De 11 a 15 semanas;Bastante;;De 11 a 15 semanas;Bastante;estaban bien explicados;Útil;La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Séptimo grado;8;Muy buena;5;Porque es nuevo para ellos  y vienen deficientes, no quieren estudiar  ni hacer tareas.;"No hay que pasar a los alumnos que no  están aptos para los grados superiores, porque,  tengo alumnos que no pueden leer ni escribir. en este grado.
La base está mala , además los libros no los leen y no quieren hacer los ejercicios.";
35;12;La Unión;Regular;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Bastante;;De 16 a 20 semanas;Se cumplieron;;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Primer año de bachillerato;8;Muy buena;7;Sentí departe de ellos que no comprendían procesos con vectores y no diferenciaban las operaciones de números complejos con los imaginarios a la hora de hacer procesos de aplicación;Repetía los videos grabados con otros materiales y otras formas de explicar;
48;6;Morazán;Excelente;Excelente;Muy útil;De 6 a 10 semanas;Se superaron;De 11 a 15 semanas;Se superaron;La unica mejora solo es la conectividad de internet en las comunidades educativas;De 11 a 15 semanas;Se superaron;Sugiero que se diseñen vieos interactivos con el enfoque Flipped classroom (Pedagogia invertida);Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Noveno grado;Logre finalizar la unidad 8;Excelente;7;Falta de dominio de principios, propiedades y teoremas de geometria.;Diseñar videos y materiales interactivos que motiven el aprendizaje de los estudiantes.;
44;14;San Salvador;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Bastante;Que fuera mas accesible para aquellos lugares dondeno hay internet buscar otro metodo;De 11 a 15 semanas;Se cumplieron;Algunos muy largos y el acceso creo fue muy productivo ;Muy útil;La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Segundo año de bachillerato;8;Muy buena;3;Por la elaboración de graficas ;Una cuadrícula pequeña por estudiante plastificada para que grafique individualmente ;
55;35;Santa Ana;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;;De 16 a 20 semanas;Se cumplieron;Que se hagan para toda la semana;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Primer año de bachillerato;7;Muy buena;5;Son contenidos que necesitan mucha interpretación ;Explicarles más sobre el contenido;
46;22;San Salvador;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Más material para primer ciclo;De 16 a 20 semanas;Se cumplieron;;Muy útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE.;Segundo grado;9;Muy buena;5;A lapersona que los ayudaba también se le dificultó;Los videos son comprensibles para los estudiantes;
51;22;San Salvador;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Bastante;Ninguna semana;Bastante;;Ninguna semana;Bastante;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Primer grado;11;Muy buena;5;La estrategia  que el libro propone es compleja para la comprensión de los estudiantes. ;Omitir la estrategia y enfocarse en ejercicios sencillos para resolver suma y resta, procurando que se comprenda el algoritmo. ;
28;4;La Unión;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se superaron;De 1 a 5 semanas;Se cumplieron;Si pueden ser más accesibles para diversos tipos de teléfonos y redes;De 11 a 15 semanas;Se superaron;En tercer ciclo y bachillerato, si pudieran profundizar en los temas más teóricos;Muy útil;No tenía dispositivo para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Primer año de bachillerato;9;Buena;8;Difícil de explicar en un vídeo ;Buscar alternativas para hacer dicha clases;
39;8;Morazán;Excelente;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 16 a 20 semanas;Se cumplieron;Todo está correcto. Saber utilizar Google Classroom ;De 6 a 10 semanas;Bastante;Para los niños, les dificulta las descarga por la baja señal de las compañías ;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Desarrollé sesiones  virtuales  con los estudiantes.;Cuarto grado;9;Muy buena;5;No manejaban bien las fracciones ;Que los padres de familia apoyen mas a sus hijos. ;
37;10;Morazán;Muy buena;Muy buena;Muy útil;De 6 a 10 semanas;Un poco;De 11 a 15 semanas;Bastante;;De 11 a 15 semanas;Bastante;;Útil;La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE.;Segundo año de bachillerato;8;Muy buena;8;Por que es probabilidad y no les gusta pensar para usar la logica;Ayuda para poder desarrollar el pensamiento logico de los estudiantes;
40;11;San Salvador;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 1 a 5 semanas;Se cumplieron;Excelente;De 16 a 20 semanas;Se cumplieron;Excelente ;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Tercer grado;Finalizada la unidad#9;Muy buena;8;Por el motivo que les cuesta identificar la fracciones.;Un poco más de tiempo para el desarrollo de la unidad.;
59;35;Santa Ana;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Muy poco tiempo;De 16 a 20 semanas;Se cumplieron;Todo esta bien;Muy útil;La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Sexto grado;8;Muy buena;4;Les cuesta comprender;Utilizar la forma lúdica;
36;5;San Salvador;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Se cumplieron;De 1 a 5 semanas;Bastante;Que resuelvan los ejercicios más difíciles ya que hay algunos del libro de texto que no se entienden. ;De 1 a 5 semanas;Se cumplieron;Ninguna;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Séptimo grado;8);Muy buena;6;Les costaba entender por su dificultad ;Ser más esplicitos en los ejemplos, y resolver más ejemplos ;
42;17;La Unión;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se superaron;De 16 a 20 semanas;Se superaron;;De 16 a 20 semanas;Se superaron;;Muy útil;La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Cuarto grado;9;Buena;6;Se les dificulto el uso de formulas matemáticas para encontrar áreas de figuras geómetricas.;Utilizar estrategias lúdicas para ayudar a los estudiantesca utilizar correctamente la formulas matemáticas.;
30;3;Morazán;Muy buena;Excelente;Muy útil;De 16 a 20 semanas;Bastante;De 16 a 20 semanas;Bastante;Que los estudiantes tengan acceso a una plataforma sin la necesidad de tener internet ;De 16 a 20 semanas;Se superaron;;Muy útil;No tenía dispositivo para darle seguimiento a los estudiantes., No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Segundo año de bachillerato;Unidad 8;Regular;7;Los jóvenes ni tenían conocimiento precios;Hacer más vídeos tutoriales de esa unidad;
30;8;Santa Ana;Muy buena;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;;De 16 a 20 semanas;Se cumplieron;;Útil;Me enfermé de covid 19;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Séptimo grado;8;Muy buena;6;Falta de ejemplos;agregar ejemplos desarrollados de forma más clara ;
28;5;Santa Ana;Excelente;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Bastante;En mi opinión, creo que la dificultad mayor es la cultura que tenemos y tienen la mayoría de los adolescentes, ya que si poseen internet pues no lo utilizan en sitios web de aprendizaje. ;De 11 a 15 semanas;Bastante;Pues en el caso personal, pienso que serían más ejemplos a desarrollar. ;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Octavo grado;8;Muy buena;5;Necesitan mayor conocimiento en las bases de triángulos, así como también creo que era necesario el uso de pizarra para que ellos observaran los criterios. ;La utilización de vídeos, para que ellos observen y al mismo tiempo puedan hacer las preguntas del contenido, lamentablemente los accesos a internet se vuelven una barrera entre la nueva modalidad de estudio. ;
50;25;Morazán;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 6 a 10 semanas;Bastante;;De 11 a 15 semanas;Bastante;;Útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Primer año de bachillerato;8;Muy buena;5;por que requería de una mayor explicacion;ELABORAR MAS VIDEOS;
47;12;Morazán;Muy buena;Muy buena;Muy útil;De 1 a 5 semanas;Se cumplieron;De 6 a 10 semanas;Se cumplieron;;De 6 a 10 semanas;Se cumplieron;;Muy útil;La mayoría de los estudiantes no trabajaban el CE.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Desarrollé sesiones  virtuales  con los estudiantes.;Sexto grado;11;Excelente;3;Se confundían en las operaciones combinadas;Quizás colocar menos lecciones, ya que entre más lecciones hay, tienden a confundir una con la otra.;
47;17;San Salvador;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Bastante;De 16 a 20 semanas;Se superaron;Que haya un site solo para Matemática y que los dicumentos sean todos pdf;De 16 a 20 semanas;Se cumplieron;Los videos deben ser cortos (3 - 5) minutos explicando P;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no tenían el LT y CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Séptimo grado;8;Muy buena;6;Porque esta unidad necesita mucho del pensamiento lógico;Desarrollar más problemas de aplicación haciendo énfasis en el PO.;
39;15;Morazán;Muy buena;Muy buena;Poco útil;Ninguna semana;Un poco;Ninguna semana;Un poco;Facilitar el acceso, los estudiantes no tienen internet suficiente.;Ninguna semana;Un poco;Cubrir todos los contenidos;Poco útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Noveno grado;8;Buena;5;Por la complejidad de los contenidos;Asignar más horas a esta unidad para trabajarla más despacio;
41;5;La Unión;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Bastante;Ninguna semana;Se cumplieron;Todo lo han desarrollado excelente;Ninguna semana;Se cumplieron;Ninguna;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube.;Segundo grado;9;Muy buena;8;Ninguna;Ninguna;
